case,site_osm_id,inference_start,damage_threshold,overture_id,T_statistic,T_signed,damage,damage_strict,damage_score,damage_mode
case2_trypilska,2271440,2024-04-11,3.9,cbf8cbb2-848c-499f-a8fe-84e4383df70d,2.661431312561035,2.7172707773936096,0,0,0.532286262512207,increase
case2_trypilska,2271440,2024-04-11,3.9,6b56c0a9-7e35-41df-bfe6-da75a3da4ce3,2.601402521133423,1.8221626630496408,0,0,0.5202805042266846,increase
case2_trypilska,2271440,2024-04-11,3.9,f81b6f72-5624-40f6-8f52-ebaebfdd3307,2.5913267135620117,1.5878937760579217,0,0,0.5182653427124023,increase
case2_trypilska,2271440,2024-04-11,3.9,4b0349eb-5d50-41a1-a82e-b95ddfbb4dbc,2.58961820602417,1.8694107180023989,0,0,0.517923641204834,increase
case2_trypilska,2271440,2024-04-11,3.9,6400eb40-170d-4bf4-8160-23829f55c90f,2.5886149406433105,3.4000816404688288,0,0,0.5177229881286621,increase
case2_trypilska,2271440,2024-04-11,3.9,2c7ac875-4ea6-421b-967b-1af7bb4fa7dd,2.5717403888702393,2.207757019457409,0,0,0.5143480777740479,increase
case2_trypilska,2271440,2024-04-11,3.9,0aae4be2-4247-4fb1-98af-01325ce0ca15,2.5485270023345947,2.5690023746006623,0,0,0.5097054004669189,increase
case2_trypilska,2271440,2024-04-11,3.9,d7fc9842-b7fc-460b-a2b4-cf1f3bc68421,2.5358707904815674,2.8302518707595796,0,0,0.5071741580963135,increase
case2_trypilska,2271440,2024-04-11,3.9,ac4e5ae9-f79a-4b75-848a-421840e52427,2.5333504676818848,-0.37658874306764256,0,0,0.5066700935363769,decrease
case2_trypilska,2271440,2024-04-11,3.9,899411c5-f7a3-45e8-846e-16c9cd8b56ba,2.530130624771118,1.7361468926902575,0,0,0.5060261249542236,increase
case2_trypilska,2271440,2024-04-11,3.9,7b6c495e-0fb0-4c20-8a48-1b8ea22ebb93,2.521101951599121,2.18082052840306,0,0,0.5042203903198242,increase
case2_trypilska,2271440,2024-04-11,3.9,97d3b6ba-12a7-4509-8acf-2d05cd64850b,2.514366388320923,2.9621094632140204,0,0,0.5028732776641845,increase
case2_trypilska,2271440,2024-04-11,3.9,b6fd4ef3-0c19-40ca-9e4d-19c96e0ad431,2.5101540088653564,1.232830426621405,0,0,0.5020308017730712,increase
case2_trypilska,2271440,2024-04-11,3.9,ddcd40a1-b8e9-43ea-bfbe-04a62468c3e1,2.506629705429077,1.5564729251293585,0,0,0.5013259410858154,increase
case2_trypilska,2271440,2024-04-11,3.9,c120cdb8-81e7-483e-a818-3e203cb8a2d5,2.500079870223999,-1.5492141154186783,0,0,0.5000159740447998,decrease
case2_trypilska,2271440,2024-04-11,3.9,bec837d6-bea7-40e5-bb76-84ba880b864f,2.4730300903320312,3.0990732544451376,0,0,0.49460601806640625,increase
case2_trypilska,2271440,2024-04-11,3.9,31a4c8ca-8324-47bd-b638-a1e41293b85f,2.4372735023498535,-0.126123793291888,0,0,0.4874547004699707,decrease
case2_trypilska,2271440,2024-04-11,3.9,5f85d66b-a7b1-480b-8ab4-1220e7c8ae6a,2.413055181503296,1.7485205121002574,0,0,0.48261103630065916,increase
case2_trypilska,2271440,2024-04-11,3.9,dcbbf10e-f5c3-4e5f-94df-32ae53dd83c2,2.4033191204071045,1.0126735342600877,0,0,0.4806638240814209,increase
case2_trypilska,2271440,2024-04-11,3.9,90815cc7-b0d3-4753-9146-f3e3eedbadf6,2.3959708213806152,1.2206897320131125,0,0,0.47919416427612305,increase
case2_trypilska,2271440,2024-04-11,3.9,7a7b7c2a-90c1-4d78-8a50-89eda3ac416a,2.378530502319336,1.654026252677642,0,0,0.4757061004638672,increase
case2_trypilska,2271440,2024-04-11,3.9,8d3af9f7-6cbe-4e8d-bb64-17a4b0be550c,2.362027645111084,-0.10130854666459388,0,0,0.4724055290222168,decrease
case2_trypilska,2271440,2024-04-11,3.9,b68fbc11-d1d5-446c-ae08-3e5684ec16cc,2.3529632091522217,2.1743429674911083,0,0,0.47059264183044436,increase
case2_trypilska,2271440,2024-04-11,3.9,4a89d36f-cb6f-4ef3-963d-54cef71203fb,2.31624436378479,1.8912406757795555,0,0,0.46324887275695803,increase
case2_trypilska,2271440,2024-04-11,3.9,c4637f3c-a07a-45a2-b1b8-041151ee422f,2.3080577850341797,2.3301123977989278,0,0,0.4616115570068359,increase
case2_trypilska,2271440,2024-04-11,3.9,d47c4d0b-f782-4606-93bc-8faf012fed25,2.3077619075775146,1.8746298869150866,0,0,0.46155238151550293,increase
case2_trypilska,2271440,2024-04-11,3.9,29d0f01d-0994-4410-bdc3-ea20e6f84fb3,2.3053250312805176,0.9114473055608635,0,0,0.4610650062561035,increase
case2_trypilska,2271440,2024-04-11,3.9,79a02aef-df5a-4887-b60e-769de769361b,2.2882890701293945,2.533195906348664,0,0,0.4576578140258789,increase
case2_trypilska,2271440,2024-04-11,3.9,6524e077-3cf5-4d01-a740-f48f8126a176,2.2722394466400146,1.9544265021212914,0,0,0.45444788932800295,increase
case2_trypilska,2271440,2024-04-11,3.9,23139f32-aeec-4994-9e3c-bed10dac93c7,2.267775297164917,2.266717645968201,0,0,0.4535550594329834,increase
case2_trypilska,2271440,2024-04-11,3.9,1032e287-f230-48a4-ba57-7fe52c67261d,2.2445292472839355,1.597643224498894,0,0,0.44890584945678713,increase
case2_trypilska,2271440,2024-04-11,3.9,7b4de38a-c730-4f55-8432-5c6a3eab22c9,2.2445292472839355,1.8241193735033927,0,0,0.44890584945678713,increase
case2_trypilska,2271440,2024-04-11,3.9,6976be70-d24f-4972-a6bc-45333389c93e,2.2144925594329834,-0.6456630836239946,0,0,0.4428985118865967,decrease
case2_trypilska,2271440,2024-04-11,3.9,17f2f32f-d078-4d32-a31d-749abf26be83,2.2095696926116943,1.795573735237122,0,0,0.44191393852233884,increase
case2_trypilska,2271440,2024-04-11,3.9,9e67bcf7-999c-473c-b666-7ab50a6d145c,2.202517509460449,1.912209649916884,0,0,0.44050350189208987,increase
case2_trypilska,2271440,2024-04-11,3.9,15d65f1e-771d-4070-87f5-15a2a32f6b97,2.1889405250549316,-1.1260593659638443,0,0,0.4377881050109863,decrease
case2_trypilska,2271440,2024-04-11,3.9,f2bb597a-812e-44b8-940f-a488e1dd519a,2.1708362102508545,-1.5507695709151785,0,0,0.4341672420501709,decrease
case2_trypilska,2271440,2024-04-11,3.9,e430e2d5-3734-4c36-a71c-6117a6f4111f,2.132225751876831,1.0043659234767872,0,0,0.42644515037536623,increase
case2_trypilska,2271440,2024-04-11,3.9,e7edae38-66c0-4a99-b6d7-bb35629b377f,2.1163692474365234,0.7386753257785298,0,0,0.4232738494873047,increase
case2_trypilska,2271440,2024-04-11,3.9,77265f09-9eb8-442b-aa52-77c471248faa,2.1129372119903564,1.8979223035526571,0,0,0.4225874423980713,increase
case2_trypilska,2271440,2024-04-11,3.9,fc10fcfb-5755-4f50-8c86-bf6e8bfd16f5,2.102456569671631,0.9794133185828153,0,0,0.42049131393432615,increase
case2_trypilska,2271440,2024-04-11,3.9,89710e13-eac2-4388-ae41-eb051892ee6f,2.0989389419555664,1.3836514193278089,0,0,0.4197877883911133,increase
case2_trypilska,2271440,2024-04-11,3.9,889e95df-d0c3-48b4-a200-56b5f7b81160,2.098191022872925,0.2840393991013046,0,0,0.41963820457458495,increase
case2_trypilska,2271440,2024-04-11,3.9,9ba527de-ada7-4d18-ad2a-e1696d88304b,2.0551226139068604,2.6912176606103118,0,0,0.4110245227813721,increase
case2_trypilska,2271440,2024-04-11,3.9,a84d3ee4-7df2-4d2e-8055-bae26c412581,2.0551226139068604,2.8759714861633072,0,0,0.4110245227813721,increase
case2_trypilska,2271440,2024-04-11,3.9,879443e4-9dbf-4263-b5a4-18342c641672,2.0418944358825684,1.7336395417080552,0,0,0.40837888717651366,increase
case2_trypilska,2271440,2024-04-11,3.9,32ab0926-5e1c-46b8-ae15-186c15f00c85,2.0343782901763916,1.6225987304604408,0,0,0.4068756580352783,increase
case2_trypilska,2271440,2024-04-11,3.9,2272b35c-5a75-49af-b11a-07db39c02d33,2.017195701599121,2.254013590143817,0,0,0.4034391403198242,increase
case2_trypilska,2271440,2024-04-11,3.9,cec0d327-57b1-434f-98a2-14a99bc8e4e6,2.0074310302734375,0.9241239815293353,0,0,0.4014862060546875,increase
case2_trypilska,2271440,2024-04-11,3.9,f01191d6-fe50-435b-9ce7-d4037ac60c1a,2.004094123840332,-2.935618397379327,0,0,0.4008188247680664,decrease
case2_trypilska,2271440,2024-04-11,3.9,883453eb-84be-434b-8ab1-6abb2f5267ea,1.9928317070007324,-0.3641902911720758,0,0,0.39856634140014646,decrease
case2_trypilska,2271440,2024-04-11,3.9,5182c484-2e01-4077-a5e8-44d1f5238f4a,1.992437720298767,-0.7003431414493927,0,0,0.3984875440597534,decrease
case2_trypilska,2271440,2024-04-11,3.9,19292022-b784-4bf4-bb0c-244b7718c3c3,1.9907171726226807,1.1801232434520934,0,0,0.39814343452453616,increase
case2_trypilska,2271440,2024-04-11,3.9,ad0b6e27-f0b9-4999-8279-011f266919c9,1.9723297357559204,0.9992349701731584,0,0,0.3944659471511841,increase
case2_trypilska,2271440,2024-04-11,3.9,749bb273-7694-4dae-888c-cb8743f8cf26,1.9629638195037842,1.8814607039819888,0,0,0.3925927639007568,increase
case2_trypilska,2271440,2024-04-11,3.9,40427373-e1dc-4a01-b43d-3ddcde97ee08,1.9614989757537842,-0.902569895791551,0,0,0.39229979515075686,decrease
case2_trypilska,2271440,2024-04-11,3.9,af1434c5-37f4-420f-ad30-26ebe79403ff,1.9519795179367065,-0.5210768191564787,0,0,0.39039590358734133,decrease
case2_trypilska,2271440,2024-04-11,3.9,51202946-7775-4345-b16c-aa0c527117ea,1.9481912851333618,-1.5422030905963653,0,0,0.3896382570266724,decrease
case2_trypilska,2271440,2024-04-11,3.9,335308fa-1540-4a61-8a1a-42c72afe8c8a,1.9385385513305664,-0.6716172829720972,0,0,0.3877077102661133,decrease
case2_trypilska,2271440,2024-04-11,3.9,910d6899-b33c-4f11-b408-30b851440970,1.9331157207489014,1.0075348704007463,0,0,0.3866231441497803,increase
case2_trypilska,2271440,2024-04-11,3.9,b32da167-8f4c-4744-9940-e6d8c9185f38,1.922211766242981,1.3983297474632954,0,0,0.3844423532485962,increase
case2_trypilska,2271440,2024-04-11,3.9,dd4d79f0-7c22-4583-8b26-edcd128333c4,1.9040634632110596,2.2096020217935766,0,0,0.3808126926422119,increase
case2_trypilska,2271440,2024-04-11,3.9,cc8b0487-8cb4-46e1-8492-a30402ab4382,1.8618146181106567,1.4733922402676307,0,0,0.37236292362213136,increase
case2_trypilska,2271440,2024-04-11,3.9,07b1f769-6d8b-4941-8eea-12dad578cc4c,1.8393487930297852,1.5462117157338329,0,0,0.36786975860595705,increase
case2_trypilska,2271440,2024-04-11,3.9,c4feb9d2-05a1-473d-a8c4-53e75a1b6d0f,1.8004809617996216,1.3318435197182505,0,0,0.3600961923599243,increase
case2_trypilska,2271440,2024-04-11,3.9,e54c7311-def5-43bd-9b67-041d4ae38435,1.7153762578964233,1.2546934925374527,0,0,0.34307525157928465,increase
case2_trypilska,2271440,2024-04-11,3.9,3ada39ae-3d8d-487c-981c-b69cfe9e69c0,1.692081093788147,0.959400995260279,0,0,0.3384162187576294,increase
case2_trypilska,2271440,2024-04-11,3.9,d3194a5b-5e39-4916-8f9c-8348ed533121,1.5185576677322388,1.1190498431118168,0,0,0.30371153354644775,increase
case2_trypilska,2271440,2024-04-11,3.9,3b6b40b7-f0eb-4981-a499-7ca70772338d,1.4384723901748657,1.7860826746728136,0,0,0.28769447803497317,increase
case2_trypilska,2271440,2024-04-11,3.9,d926f1a2-3337-4359-bebb-e01d2b3fb24d,1.364397644996643,1.0832875859601485,0,0,0.2728795289993286,increase
case6_kakhovka,7317657,2023-06-06,3.9,7317657_manual,10.858211517333984,-0.8646444727256577,1,1,1.0,decrease
case6_kakhovka,7317657,2023-06-06,3.9,14429c8c-72c0-4888-b148-5b7c813195b8,6.137227535247803,-10.49108015128185,1,1,1.0,decrease
case6_kakhovka,7317657,2023-06-06,3.9,8cb84455-2379-4123-900a-e5a58bd259e5,6.137227535247803,-12.128955398050564,1,1,1.0,decrease
case6_kakhovka,7317657,2023-06-06,3.9,5c41f885-b90d-4251-9c5a-18021dbf7555,4.46038293838501,4.116995403852808,1,0,0.8920765876770019,increase
case6_kakhovka,7317657,2023-06-06,3.9,0359aba2-e275-46a4-a18b-70a6131c46de,3.902357816696167,-1.1548522158416408,1,0,0.7804715633392334,decrease
case6_kakhovka,7317657,2023-06-06,3.9,3fe9089f-d403-40e2-9934-b577187c2246,3.062011241912842,0.20861169991065875,0,0,0.6124022483825684,increase
case6_kakhovka,7317657,2023-06-06,3.9,3a117f52-85f7-4a74-9b54-78f47f192512,3.030101776123047,3.2446943910047135,0,0,0.6060203552246094,increase
case6_kakhovka,7317657,2023-06-06,3.9,aff9819c-042e-484b-bb2e-9b910866201a,2.96323299407959,3.5624473479204566,0,0,0.592646598815918,increase
case6_kakhovka,7317657,2023-06-06,3.9,4871b3e9-720d-4c7d-b34b-3a8a1bc73522,2.9310953617095947,-2.450460095070676,0,0,0.586219072341919,decrease
case6_kakhovka,7317657,2023-06-06,3.9,7733fe87-b4c9-47bc-b27d-a3362768f883,2.887380361557007,3.627234025395511,0,0,0.5774760723114014,increase
case6_kakhovka,7317657,2023-06-06,3.9,ebecd905-09cd-4a90-b4f2-9300976b4b15,2.825688362121582,2.9162638297733654,0,0,0.5651376724243165,increase
case6_kakhovka,7317657,2023-06-06,3.9,c306106b-ea2c-432b-8a06-e922be50a5af,2.76499342918396,-1.9541430795665111,0,0,0.552998685836792,decrease
case6_kakhovka,7317657,2023-06-06,3.9,bece15ca-9a79-45bc-86a1-cfc119db8c32,2.7595837116241455,-1.1202736501797668,0,0,0.5519167423248291,decrease
case6_kakhovka,7317657,2023-06-06,3.9,701a493b-7281-4a0b-a60e-ecf36c6fb099,2.7408926486968994,2.4717446992250345,0,0,0.5481785297393799,increase
case6_kakhovka,7317657,2023-06-06,3.9,519517b7-c212-44bb-944f-700da38d34dd,2.7408926486968994,3.747499453753568,0,0,0.5481785297393799,increase
case6_kakhovka,7317657,2023-06-06,3.9,33bdc8ef-b524-46bb-9bca-b59a46af44c1,2.517242431640625,1.7720188299081714,0,0,0.503448486328125,increase
case6_kakhovka,7317657,2023-06-06,3.9,deeb5efb-65a9-49c0-b137-fa408e3725aa,2.430623769760132,2.146576982851212,0,0,0.48612475395202637,increase
case6_kakhovka,7317657,2023-06-06,3.9,67c527b7-f90d-4283-bf2d-2f32eceb1b76,2.4229531288146973,2.532452048390011,0,0,0.48459062576293943,increase
case6_kakhovka,7317657,2023-06-06,3.9,17d75842-ca92-4938-a3a2-9fc0a651bce3,2.2541391849517822,2.4343033246708385,0,0,0.45082783699035645,increase
case6_kakhovka,7317657,2023-06-06,3.9,9d7b399d-85ac-4cb6-b8e1-cceaf4b1ec3d,2.2125003337860107,3.7828552704118814,0,0,0.44250006675720216,increase
case6_kakhovka,7317657,2023-06-06,3.9,0cdd6306-846c-4e14-8890-4624140c62d7,2.157294750213623,3.2040470265505614,0,0,0.4314589500427246,increase
case6_kakhovka,7317657,2023-06-06,3.9,0a116f75-3b49-49c5-ba63-5651e33f6863,2.1237707138061523,2.7481037434034246,0,0,0.42475414276123047,increase
case6_kakhovka,7317657,2023-06-06,3.9,d5d0e934-9d98-4e8f-b7ad-aa0ba0d64bf1,1.9528037309646606,3.6503801140147196,0,0,0.39056074619293213,increase
